userName,content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned_content,sentiment_score,sentiment_label,review_length
Diamond Bynum,they really help me speak Spanish,5,0,6.27.4,2025-04-27 19:26:52,they really help me speak spanish,0.4576,positive,6
Weiqi,it is nice and quite easy,5,0,6.27.4,2025-04-27 19:23:32,it is nice and quite easy,0.7178,positive,6
Nahomyliz Baez,really easy to learn,5,0,6.27.4,2025-04-27 19:23:01,really easy to learn,0.4927,positive,4
Andrew Coufal,good language app,5,0,6.27.4,2025-04-27 19:21:04,good language app,0.4404,positive,3
Jonathan Sheridan Jr,I love it,5,0,6.27.4,2025-04-27 19:18:30,i love it,0.6369,positive,3
Angela Kamara,best 👌 app ever thanks 😊 🙏 ❤️,5,0,6.21.3,2025-04-27 19:10:02,best app ever thanks,0.7964,positive,4
kiro Chi,nice apps,5,0,6.12.4,2025-04-27 19:02:04,nice apps,0.4215,positive,2
Nyx Rhapsodos,Halfway through a section and suddenly the entire section changes what gives?! It went from me speaking the same phrase over and over again to not being able to open to the entire section changing everything! now it's expecting me to know words I was never taught!,1,7,6.27.4,2025-04-27 19:02:02,halfway through a section and suddenly the entire section changes what gives it went from me speaking the same phrase over and over again to not being able to open to the entire section changing everything now its expecting me to know words i was never taught,0.0,neutral,47
Manuel Zamora,"I LOVE IT, so fun and easy to learn",5,0,6.27.4,2025-04-27 19:00:37,i love it so fun and easy to learn,0.8991,positive,9
YoonaOnce.,"Best app to learn new languages, so fun!, like am I playing or learning?, it's just the best! 🤩❤️",5,0,6.27.4,2025-04-27 18:57:57,best app to learn new languages so fun like am i playing or learning its just the best,0.9533,positive,18
Pia Silvestri,I know how to speak spanish now!,5,0,6.27.4,2025-04-27 18:53:09,i know how to speak spanish now,0.0,neutral,7
Alejandro Aviles,good oportunity,5,0,6.26.2,2025-04-27 18:52:08,good oportunity,0.4404,positive,2
Ayman Adigun,Duolingo is really helpful for beginners who are learning any language,5,0,,2025-04-27 18:51:06,duolingo is really helpful for beginners who are learning any language,0.4754,positive,11
waruna abeykoon,highly recommend to anyone who wants to learn a language in a fun and friendly way.,5,0,6.27.4,2025-04-27 18:48:28,highly recommend to anyone who wants to learn a language in a fun and friendly way,0.8516,positive,16
Nadi Iman,good for you,5,0,6.27.4,2025-04-27 18:44:23,good for you,0.4404,positive,3
Fakrul Tole,I got even better in German when I downloaded duo VERY RECOMMENDED FOR SOMEONE WHO WANTS TO LEARN LANGUAGE,5,0,6.27.4,2025-04-27 18:43:58,i got even better in german when i downloaded duo very recommended for someone who wants to learn language,0.6115,positive,19
Kimberly Whitlock,"it's a fun way to learn basic French. But there are some things that either I don't understand or that I don't prefer. I feel like I am just going around in the dark. Nothing was explained about how the app works. There are things I have no clue about how or why they are there. I'm slowly getting an understanding but would have appreciated knowing at the beginning. Also, with some of the questions, the answer space is under my keyboard and I can't see what I'm typing, & miss that question",4,0,6.27.4,2025-04-27 18:42:05,its a fun way to learn basic french but there are some things that either i dont understand or that i dont prefer i feel like i am just going around in the dark nothing was explained about how the app works there are things i have no clue about how or why they are there im slowly getting an understanding but would have appreciated knowing at the beginning also with some of the questions the answer space is under my keyboard and i cant see what im typing miss that question,0.0606,positive,92
Naziru Ibrahim,very very very good 👍 👏 👌 😀 😊 ☺️,5,0,6.27.4,2025-04-27 18:40:35,very very very good,0.5768,positive,4
Fran k,ok now people say doulango is a nice app too Learn but why do we only get 5 hearts like we're still new to this and just today I fell form 4th place to 10th I did one lesson now I'm in 10th place like I was the only person online how HOW and with max doulango for part two you need max doulango to do it and I dont have that they need to have part two without max doulango 2 stars for doulango and the lats thing I got a message form them saying you can't delete me! umm I'm scared,2,0,6.27.4,2025-04-27 18:38:55,ok now people say doulango is a nice app too learn but why do we only get 5 hearts like were still new to this and just today i fell form 4th place to 10th i did one lesson now im in 10th place like i was the only person online how how and with max doulango for part two you need max doulango to do it and i dont have that they need to have part two without max doulango 2 stars for doulango and the lats thing i got a message form them saying you cant delete me umm im scared,0.631,positive,103
Jim Harings,"I have enjoyed the app for a few years, but the new features (talk with Lily specifically) really have missed the mark.",4,0,6.27.4,2025-04-27 18:37:33,i have enjoyed the app for a few years but the new features talk with lily specifically really have missed the mark,-0.2657,negative,22
Juli,"I have not been getting my Night Owl and early Bird XP boosts lately, why is that?",3,275,6.27.4,2025-04-27 18:35:41,i have not been getting my night owl and early bird xp boosts lately why is that,0.5994,positive,17
Dustin Grimsley,"The biggest problem is that it does not explain anything to you without a subscription, such as why verb tenses need to be a certain way, what order words go in, or why some sentences require this context but not others. The app has dabbled with AI to explain these things to you, also behind a paywall, so if you're using the app for free, you get no context to help you. I've been using this app for a while, but I think I might stop, there's just no motivation to really contribute every day.",4,0,6.27.4,2025-04-27 18:34:39,the biggest problem is that it does not explain anything to you without a subscription such as why verb tenses need to be a certain way what order words go in or why some sentences require this context but not others the app has dabbled with ai to explain these things to you also behind a paywall so if youre using the app for free you get no context to help you ive been using this app for a while but i think i might stop theres just no motivation to really contribute every day,0.4678,positive,95
Luisa Chacon,didactic way to learn,5,0,6.27.4,2025-04-27 18:34:31,didactic way to learn,0.0,neutral,4
Ian Hopper,"the app is okay for learning languages. there's a few times when it'll give me options that don't match their version of a direct translation. here's a couple things I would fix. 1) ability to and hearts to your friends and followers that run out of hearts. 2) if you have an XP boost for 15 minutes or 30 minutes, but you start a lesson with 1 min left on your boost, even if the time to complete is 1:01, you lose the XP boost for that lesson. I think it should give it to you until complete",3,0,6.27.4,2025-04-27 18:30:49,the app is okay for learning languages theres a few times when itll give me options that dont match their version of a direct translation heres a couple things i would fix 1 ability to and hearts to your friends and followers that run out of hearts 2 if you have an xp boost for 15 minutes or 30 minutes but you start a lesson with 1 min left on your boost even if the time to complete is 101 you lose the xp boost for that lesson i think it should give it to you until complete,0.9144,positive,98
Wiola P,really good for learning fast,4,0,6.27.4,2025-04-27 18:30:43,really good for learning fast,0.4927,positive,5
Abby Stokes,I think it's a fun way to learn new languages but if the streak is lost it makes you feel bad because of the dead duo on your screen and some people don't have much time to do you through out the day love that you can do it with friends but all together it's a 4 star for me it's fun and cool 😎 wish it where a bit more colorful tho,4,0,6.27.4,2025-04-27 18:23:19,i think its a fun way to learn new languages but if the streak is lost it makes you feel bad because of the dead duo on your screen and some people dont have much time to do you through out the day love that you can do it with friends but all together its a 4 star for me its fun and cool wish it where a bit more colorful tho,0.8555,positive,72
Bence Medrano,now I know how to speak German so cool,5,0,,2025-04-27 18:21:44,now i know how to speak german so cool,0.4572,positive,9
Amber Cardwell,Duolingo is so fun and I can speak a lot more Spanish beacuse I am Hawaiin and Mexican and I can have so much fun and learn a lot more stuff in 4th grade and speak Spanish it's so fun!!!!?,5,1,6.27.4,2025-04-27 18:18:07,duolingo is so fun and i can speak a lot more spanish beacuse i am hawaiin and mexican and i can have so much fun and learn a lot more stuff in 4th grade and speak spanish its so fun,0.929,positive,40
paul mwasimba,perfect app ever,5,0,6.27.4,2025-04-27 18:14:15,perfect app ever,0.5719,positive,3
Nafisa Aslonova,Отлично,5,0,6.27.4,2025-04-27 18:14:11,,0.0,neutral,0
Emanuel Rincon,"Dúo a sido muy bueno en todos los días que e estudiado Inglés yo le doy 5 estrellas por q también a sido muy bueno, muy comprensivo y muy amable",5,0,5.65.14,2025-04-27 18:13:59,do a sido muy bueno en todos los das que e estudiado ingls yo le doy 5 estrellas por q tambin a sido muy bueno muy comprensivo y muy amable,0.0,neutral,30
Thiago S,"A experiência no tablet não é nada boa. Não dá para dividir a tela com outro app (eu queria dividir a tela com meu app de anotações, mas não é possível). Também não é possível girar a tela para o modo paisagem, o app funciona apenas no modo retrato. Isso faz com que eu tenha que acessar o Duolingo pelo navegador para ter uma experiência melhor. No entanto, no site não há exercícios de fala como no app.",4,0,6.27.4,2025-04-27 18:09:57,a experincia no tablet no nada boa no d para dividir a tela com outro app eu queria dividir a tela com meu app de anotaes mas no possvel tambm no possvel girar a tela para o modo paisagem o app funciona apenas no modo retrato isso faz com que eu tenha que acessar o duolingo pelo navegador para ter uma experincia melhor no entanto no site no h exerccios de fala como no app,-0.9517,negative,75
Chetty Bab,it does not have Afrikaans,3,0,6.27.4,2025-04-27 18:08:29,it does not have afrikaans,0.0,neutral,5
Stephanie Mazankova,this app out of nowhere stopped working and nothing helped to make it work together...my two years on this app are gone...,1,1,6.27.4,2025-04-27 18:08:22,this app out of nowhere stopped working and nothing helped to make it work togethermy two years on this app are gone,0.1695,positive,22
Draven Booth,it helps alot,5,0,6.27.4,2025-04-27 18:06:16,it helps alot,0.3818,positive,3
Sophie H,"I would love for there to be more languages like Persian and Punjabi, I also dislike having ads. I just want to learn my freaking language but there's ads so much. and shouldn't everyone just have free lives because I just want to learn my language and not have no lives and having to wait. get rid of super and allow everyone to have free lives. or make it an option to have free lives or 5. thank you",3,0,6.27.4,2025-04-27 18:06:16,i would love for there to be more languages like persian and punjabi i also dislike having ads i just want to learn my freaking language but theres ads so much and shouldnt everyone just have free lives because i just want to learn my language and not have no lives and having to wait get rid of super and allow everyone to have free lives or make it an option to have free lives or 5 thank you,0.9834,positive,79
Nazim Phillips,"Was focused on language learning, now it's focused on making you buy super.",3,0,6.27.4,2025-04-27 18:06:09,was focused on language learning now its focused on making you buy super,0.8442,positive,13
Josef Děnge,"give a confirmation for a league repair ffs, 2000 gems lost for absolutelly no value",1,0,6.27.4,2025-04-27 17:59:50,give a confirmation for a league repair ffs 2000 gems lost for absolutelly no value,-0.7096,negative,15
Craig Wright,fun,5,0,6.27.4,2025-04-27 17:58:06,fun,0.5106,positive,1
Tracy Marsh,"good app for learning a language, even the free version. could do with more explanation on verbs, tenses but overall good",4,0,6.27.4,2025-04-27 17:55:21,good app for learning a language even the free version could do with more explanation on verbs tenses but overall good,0.7579,positive,21
Ali Abotaleb,I can't believe the effort of the developers to gather all these languages,5,0,6.27.4,2025-04-27 17:53:46,i cant believe the effort of the developers to gather all these languages,0.0,neutral,13
David Muldoon,Excellent app and fun to work with. Highly recommended.,5,0,6.27.4,2025-04-27 17:50:55,excellent app and fun to work with highly recommended,0.8439,positive,9
Lucas Malo,"easyly explained, I'm having fun learning Portuguese",5,0,6.27.4,2025-04-27 17:50:40,easyly explained im having fun learning portuguese,0.5106,positive,7
Rume Shipeolu,I love it. It has improved my Spanish😁😁😁,5,0,6.25.4,2025-04-27 17:49:55,i love it it has improved my spanish,0.8074,positive,8
Zona,"To anyone who is thinking about taking their English test, stay away. It's a scam. I created a new user, gave the test two times, and even took screenshots before and after the exam of my task manager showing no background app, only to find that the test was not certified. Save your 70$. Give a real exam like IELTS or TOEFL. But stay away from them!!! Wishing there was an option of negative rating",1,0,6.27.4,2025-04-27 17:49:46,to anyone who is thinking about taking their english test stay away its a scam i created a new user gave the test two times and even took screenshots before and after the exam of my task manager showing no background app only to find that the test was not certified save your 70 give a real exam like ielts or toefl but stay away from them wishing there was an option of negative rating,-0.7363,negative,75
Suyash Behl,amazing I can now confuse my french teacher with Spanish which they also talk,5,0,6.27.4,2025-04-27 17:48:49,amazing i can now confuse my french teacher with spanish which they also talk,0.4404,positive,14
Sandro Vilusic,"I used to love using Duolingo, especially the listening lectures — they were my favorite way to learn! After the latest update, they’re completely gone. It feels like a huge step backwards. The app has lost one of its best features, and the experience just isn’t the same anymore. Very disappointed",1,2,6.27.4,2025-04-27 17:47:38,i used to love using duolingo especially the listening lectures they were my favorite way to learn after the latest update theyre completely gone it feels like a huge step backwards the app has lost one of its best features and the experience just isnt the same anymore very disappointed,0.8887,positive,50
J Bell,very helpful for starting Spanish,5,0,6.27.4,2025-04-27 17:47:21,very helpful for starting spanish,0.4754,positive,5
James Davies-Moss,Duolingo bird definitely doesn't have a gun to my head. jokes aside amazing app making great progress in my language goals and lots of fun as well as effective,5,0,6.27.4,2025-04-27 17:43:50,duolingo bird definitely doesnt have a gun to my head jokes aside amazing app making great progress in my language goals and lots of fun as well as effective,0.9748,positive,29
Aye Thander Thet,I really love Duolingo because I get to really like learn and but I forgot to do Duolingo for like 5 days so Duolingo was very annoyed and angry but I still really love doing it because it's the best,5,0,6.27.4,2025-04-27 17:41:25,i really love duolingo because i get to really like learn and but i forgot to do duolingo for like 5 days so duolingo was very annoyed and angry but i still really love doing it because its the best,0.9133,positive,40
Olaraonye Zimuzo,"This is Literally the best language app ever i really love this cus it runs smoothly with very few adds, I recommend it people who are finding it difficult to learn a language",5,0,6.26.2,2025-04-27 17:40:40,this is literally the best language app ever i really love this cus it runs smoothly with very few adds i recommend it people who are finding it difficult to learn a language,0.8737,positive,33
Kaora Washington,it gets boring😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑😑.,4,0,6.23.2,2025-04-27 17:40:12,it gets boring,-0.3182,negative,3
jonel murray,amazingly fun and thorough.,5,0,6.27.4,2025-04-27 17:33:21,amazingly fun and thorough,0.5563,positive,4
Angela Law,duolingo is awesome it helps me with math and reading,5,0,6.27.4,2025-04-27 17:30:22,duolingo is awesome it helps me with math and reading,0.7717,positive,10
sultan enterprises,nice app to improve my English language,5,0,6.27.4,2025-04-27 17:29:47,nice app to improve my english language,0.6908,positive,7
Asibah Kerubo,Duolingo is awesome.i love it,5,0,6.27.4,2025-04-27 17:27:20,duolingo is awesomei love it,0.6369,positive,5
WADIKE SETH UBA,Excellent Experience!,5,0,6.25.4,2025-04-27 17:26:26,excellent experience,0.5719,positive,2
Leah Provance,I luv duo. I've learned so much German in a few months' span of time.,5,0,6.27.4,2025-04-27 17:25:56,i luv duo ive learned so much german in a few months span of time,0.0,neutral,15
Eabha Munslow,Honestly the app is pretty good. Its even added maths and music on so you can learn notes.. however the ads. Nearly at the end of every lesson there is an ad. There used to be less ads and just ones about duolingo super/max but is now taking me to temp adverts leading me to the app store. If there wasn't as many ads then maybe it would get a higher rating,3,0,6.27.4,2025-04-27 17:24:25,honestly the app is pretty good its even added maths and music on so you can learn notes however the ads nearly at the end of every lesson there is an ad there used to be less ads and just ones about duolingo supermax but is now taking me to temp adverts leading me to the app store if there wasnt as many ads then maybe it would get a higher rating,0.6187,positive,72
PikachuaFofoqueira,I WILL MARRY THAT BEAR <3,5,0,6.27.4,2025-04-27 17:23:53,i will marry that bear 3,0.0,neutral,6
Emem Ntia,superb app,5,0,6.26.2,2025-04-27 17:22:57,superb app,0.6249,positive,2
TeddyCrusher,I learned French,5,0,6.27.4,2025-04-27 17:19:52,i learned french,0.0,neutral,3
ellz chir,"beautiful learning experience with Duolingo, I feel very confident in my learned language expression. Definitely adding another language on my list",5,0,6.27.4,2025-04-27 17:18:18,beautiful learning experience with duolingo i feel very confident in my learned language expression definitely adding another language on my list,0.8777,positive,21
Abolaji Kehinde,Interesting,5,0,,2025-04-27 17:15:01,interesting,0.4019,positive,1
Subrata Biswas,good,5,0,6.23.2,2025-04-27 17:11:58,good,0.4404,positive,1
Omar Mostfa,amazing 🤩,5,0,6.27.4,2025-04-27 17:09:57,amazing,0.5859,positive,1
Lukas,was really good until they removed practice to remove hearts forcing you to either pay for super or watch endless ads if you fail a lesson or wish to practice other than that 5 star but just makes it so much less interesting and makes me not want to invest my time into it,3,0,6.27.4,2025-04-27 17:09:49,was really good until they removed practice to remove hearts forcing you to either pay for super or watch endless ads if you fail a lesson or wish to practice other than that 5 star but just makes it so much less interesting and makes me not want to invest my time into it,0.7286,positive,54
Mohamed Motie,very helpful,5,0,5.141.7,2025-04-27 17:09:31,very helpful,0.4754,positive,2
Jadon Anderson,I love it so much my mother has to calling me every minute bc I'm always on Duolingo,5,0,6.27.3,2025-04-27 17:06:36,i love it so much my mother has to calling me every minute bc im always on duolingo,0.6369,positive,18
Kyle B,Great app currently learning Creole and loving the experience. (keep making TikToks too),5,0,6.27.4,2025-04-27 16:56:36,great app currently learning creole and loving the experience keep making tiktoks too,0.8402,positive,13
: D,toó many ads and too much time wasted between exercise units,4,0,6.24.2,2025-04-27 16:56:27,to many ads and too much time wasted between exercise units,-0.4939,negative,11
August Abbott,"decent app, free version is disappointingly limiting",4,0,6.27.4,2025-04-27 16:52:42,decent app free version is disappointingly limiting,0.1027,positive,7
Kefayet Kefayet,best app,5,0,6.27.4,2025-04-27 16:52:33,best app,0.6369,positive,2
Emily Martinez,it is helping me a lot thank you a lot Duolingo,5,0,6.27.4,2025-04-27 16:50:49,it is helping me a lot thank you a lot duolingo,0.5719,positive,11
Nikki,I think you guys are the best for me and I also learned from my mistakes,5,0,6.27.4,2025-04-27 16:48:51,i think you guys are the best for me and i also learned from my mistakes,0.4019,positive,16
محمد محمد,جيد,5,0,6.26.2,2025-04-27 16:48:49,,0.0,neutral,0
Manana Elfatih,I love it 💓,5,0,6.27.4,2025-04-27 16:48:34,i love it,0.6369,positive,3
Gerard O'Hagan,Only complaint is that it sometimes can't make out my accent.,4,0,6.27.4,2025-04-27 16:47:11,only complaint is that it sometimes cant make out my accent,-0.296,negative,11
Westmoorings (Westmoorings),"lessons switched to things I never learned, and have gotten no help from support to fix issue",1,3,6.27.4,2025-04-27 16:44:13,lessons switched to things i never learned and have gotten no help from support to fix issue,0.4939,positive,17
Stacie Williams,could be more extensive or diverse to help a fuller range of children's needs,5,0,6.21.3,2025-04-27 16:41:57,could be more extensive or diverse to help a fuller range of childrens needs,0.4019,positive,14
annies jesinthal,super,5,0,6.27.4,2025-04-27 16:38:33,super,0.5994,positive,1
Gee Prime,nice learning techniques,5,0,,2025-04-27 16:37:50,nice learning techniques,0.4215,positive,3
Miranda Goddard,Wonderful for learning Spanish!!,5,0,6.27.4,2025-04-27 16:37:37,wonderful for learning spanish,0.5719,positive,4
Shana Dennie-Poke,its awesome for kids,5,0,6.27.4,2025-04-27 16:36:47,its awesome for kids,0.6249,positive,4
Colorful Light,I took the trail and then I checked my account and it charged me 101.94 dollars what the heck...I can learn and everything without money but why did that took 101.94 out..A month only cost you 7.99 what the heck.,1,0,6.27.4,2025-04-27 16:36:36,i took the trail and then i checked my account and it charged me 10194 dollars what the hecki can learn and everything without money but why did that took 10194 outa month only cost you 799 what the heck,-0.1027,negative,40
stephon corey,I like it so much,5,0,6.27.4,2025-04-27 16:36:34,i like it so much,0.3612,positive,5
Toby Kelsey,Great for learning languages,5,0,6.27.4,2025-04-27 16:36:05,great for learning languages,0.6249,positive,4
Charlie Jackson,love the app and have really been enjoying it for the past year only criticism is that sometimes the chests won't give me my xp boosts,4,0,6.27.4,2025-04-27 16:35:38,love the app and have really been enjoying it for the past year only criticism is that sometimes the chests wont give me my xp boosts,0.8714,positive,26
Gabrielle Tabiri,Amazing help me a lot and now I can speak French Je suis.,5,0,6.26.2,2025-04-27 16:34:05,amazing help me a lot and now i can speak french je suis,0.7579,positive,13
Oskar OG,"Duolingo is my main knowledge source for German language, and side app for Japanese. Sometimes I do music for fun. I believe that if they get the math to more advanced / adult level, it could really be great tool for that too. I am on the yearly family plan at nearly full capacity. I don't like the sometimes long animations. Yes I get it, dopamine, but I want to be effective. I don't like the removal of download option. Come on, at least for subscribers, I don't have infinite data.",4,0,6.27.4,2025-04-27 16:33:03,duolingo is my main knowledge source for german language and side app for japanese sometimes i do music for fun i believe that if they get the math to more advanced adult level it could really be great tool for that too i am on the yearly family plan at nearly full capacity i dont like the sometimes long animations yes i get it dopamine but i want to be effective i dont like the removal of download option come on at least for subscribers i dont have infinite data,0.8278,positive,90
Shawn Kampandira,bro this thing is 🔥 try it out and special ly the free Duolingo try it out,5,0,6.27.4,2025-04-27 16:32:40,bro this thing is try it out and special ly the free duolingo try it out,0.8625,positive,16
IMAM IMON,"*Heart refill process is disappointing For free users, it sometimes feels like a nightmare * There are lots of ads *But other things are okay",1,0,6.27.4,2025-04-27 16:32:00,heart refill process is disappointing for free users it sometimes feels like a nightmare there are lots of ads but other things are okay,0.4854,positive,24
Alice Josh,it's really good and fun,5,0,6.26.2,2025-04-27 16:30:44,its really good and fun,0.7755,positive,5
Regina Biney,it's so great and lovely to learn with,4,0,6.27.4,2025-04-27 16:26:08,its so great and lovely to learn with,0.8576,positive,8
Prisha Sakshi,"wow, very nice",5,0,,2025-04-27 16:25:38,wow very nice,0.7841,positive,3
Mrm Shamsi,it stuck on first lesson and wont let to use app and go any where in app,1,0,,2025-04-27 16:22:54,it stuck on first lesson and wont let to use app and go any where in app,-0.25,negative,17
Anothando Sonteya,My aim is to be good in French. Now I can speak some few sentences in French thanks Duolingo,5,0,6.27.4,2025-04-27 16:22:42,my aim is to be good in french now i can speak some few sentences in french thanks duolingo,0.7184,positive,19
Luna,meh,4,0,6.27.4,2025-04-27 16:21:56,meh,-0.0772,negative,1
Topaz Treasure,I sometimes feel Duolingo purposely make you fail some spoken words so you can spend or loose hearts and then get it back with your data or buy them with money.,3,0,6.25.4,2025-04-27 16:19:40,i sometimes feel duolingo purposely make you fail some spoken words so you can spend or loose hearts and then get it back with your data or buy them with money,-0.7003,negative,31
Christina Oosterman,Duolingo is so fun and you can learn so much!😊,5,0,6.27.4,2025-04-27 16:16:46,duolingo is so fun and you can learn so much,0.6418,positive,10
َAmin Ghodsi,you are great Duo!,5,0,6.27.4,2025-04-27 16:15:40,you are great duo,0.6249,positive,4
Larry Frick,"Bongorno! Non solo ho imparato l'italiano su Duolingo, ma ora sono sposato con la mia gatta Dottie. Ci amiamo moltissimo!",5,0,6.27.4,2025-04-27 16:13:28,bongorno non solo ho imparato litaliano su duolingo ma ora sono sposato con la mia gatta dottie ci amiamo moltissimo,-0.296,negative,20
Scott G,very helpful,5,0,6.27.4,2025-04-27 16:12:15,very helpful,0.4754,positive,2
Jed shannon,"easy teaching lessons , great format for learning",5,0,6.27.4,2025-04-27 16:09:59,easy teaching lessons great format for learning,0.7906,positive,7
Maxamud Cabdi,waxaan kabartaa appkan luuqada Englishta iyo luuqada carabiga runtii applicationka waa mid cajiib ah oo halkii macalin kuu gali Kara.,2,0,6.26.2,2025-04-27 16:09:04,waxaan kabartaa appkan luuqada englishta iyo luuqada carabiga runtii applicationka waa mid cajiib ah oo halkii macalin kuu gali kara,0.0,neutral,20
Adriana Calmo,very good for learning languages but when it's your turn to speak in the microphone it doesn't always understand you.,4,0,6.27.4,2025-04-27 16:08:29,very good for learning languages but when its your turn to speak in the microphone it doesnt always understand you,0.2724,positive,20
Fiona Gibson,"Been using Duo for several years as a member of a paid family account. Suddenly as of 25.4.25 all sorts of things are going wrong: sometimes I can't access my account, sometimes the app opens up at a completely different unit than I'd been working on and I have to comb back to find where I left off - not easy when you're trying to learn a language with a non-latin alphabet. What's going on, Duo?",3,0,,2025-04-27 16:08:15,been using duo for several years as a member of a paid family account suddenly as of 25425 all sorts of things are going wrong sometimes i cant access my account sometimes the app opens up at a completely different unit than id been working on and i have to comb back to find where i left off not easy when youre trying to learn a language with a nonlatin alphabet whats going on duo,-0.6711,negative,75
Marisa Rechenberg,super 😎 I learn super fast,5,0,6.27.4,2025-04-27 16:05:37,super i learn super fast,0.8316,positive,5
fatemeh shabestari,advertisements are A LOT and SO ANNOYING.,1,2,6.27.4,2025-04-27 16:03:31,advertisements are a lot and so annoying,-0.541,negative,7
Cat Hume,"Firstly I used to love this app, enjoyed practicing and it used to be fun. Since all recent updates it's setting you up to fail unless you pay for the app. You can no longer practice. I have an 892 day streak. And today that ends because all these latest updates make it impossible to complete the level. It keeps jumping me up levels, so I don't know the words, can't complete a lesson as it's too difficult and therefore not getting my streak continuation. Very frustrating.",1,0,,2025-04-27 15:59:28,firstly i used to love this app enjoyed practicing and it used to be fun since all recent updates its setting you up to fail unless you pay for the app you can no longer practice i have an 892 day streak and today that ends because all these latest updates make it impossible to complete the level it keeps jumping me up levels so i dont know the words cant complete a lesson as its too difficult and therefore not getting my streak continuation very frustrating,0.0018,neutral,87
Neha Almal,"Great game, teaches us languages in a very fun way 😄",5,0,6.27.4,2025-04-27 15:58:50,great game teaches us languages in a very fun way,0.8268,positive,10
Lauderdale Young,"I gave it four stars because it is really good, but I'm learning Greek and I wanted to learn Navajo but it keeps restarting me over and over.",4,0,5.141.7,2025-04-27 15:56:23,i gave it four stars because it is really good but im learning greek and i wanted to learn navajo but it keeps restarting me over and over,0.2724,positive,28
Oliver,Good game 🎮👏👍👌💪🙌,5,0,6.27.4,2025-04-27 15:56:07,good game,0.4404,positive,2
Jaweria Sohail,love this app i learnt alot from this,5,0,,2025-04-27 15:56:03,love this app i learnt alot from this,0.6369,positive,8
Oppong Nyamekye James,"You really deserve Five Stars for such a wonderful app,Esta aplicación es muy interesante 🙏🏽",5,0,6.25.4,2025-04-27 15:55:50,you really deserve five stars for such a wonderful appesta aplicacin es muy interesante,0.5719,positive,14
Nathan Josephs,hola los appos es muy interesante y amaizable gracias duolingo,5,0,6.27.4,2025-04-27 15:55:37,hola los appos es muy interesante y amaizable gracias duolingo,0.0,neutral,10
Zunairah Usman,"I really like this app and I have enjoyed developing my languages. I just wish they could expand the languages eg. Urdu and even a different type of Spanish. It dosen't really focus on grammer rules, so I don't really know when or where to place the accents.",4,3,6.27.4,2025-04-27 15:52:35,i really like this app and i have enjoyed developing my languages i just wish they could expand the languages eg urdu and even a different type of spanish it dosent really focus on grammer rules so i dont really know when or where to place the accents,0.8777,positive,48
Aitor,"Premium is worth it. Great learning app, gets you at a very good level of the language you want to learn.",5,0,6.27.4,2025-04-27 15:44:51,premium is worth it great learning app gets you at a very good level of the language you want to learn,0.8588,positive,21
Sena,so beautiful perfect 👌 ♥️♥️♥️,5,0,6.27.4,2025-04-27 15:43:30,so beautiful perfect,0.847,positive,3
Xiomara Ramirez Trejo,its a very helpful game and it help me learn different laungeges,5,0,6.27.4,2025-04-27 15:43:19,its a very helpful game and it help me learn different laungeges,0.6997,positive,12
Oyinkansola Oyinloye,"I play and there are scores for each game, but after playing, my total score does not add up correctly, there is always a huge reduction affecting my promotion in the league and invalidating my efforts. The developers need to look into this. It has been going on for a while now, about 2 months. imagine playing everyday and your scores are always reduced terribly, how happy would you be to continue playing?.",1,0,6.27.4,2025-04-27 15:42:30,i play and there are scores for each game but after playing my total score does not add up correctly there is always a huge reduction affecting my promotion in the league and invalidating my efforts the developers need to look into this it has been going on for a while now about 2 months imagine playing everyday and your scores are always reduced terribly how happy would you be to continue playing,0.8555,positive,73
C. Östreich,the polish language course is far less motivating than french or spanish for example. I feel a bit left out.,2,0,6.27.4,2025-04-27 15:42:18,the polish language course is far less motivating than french or spanish for example i feel a bit left out,0.4417,positive,20
Phil,"Language teaching so so, rather disjointed and little logical flow. Puts far too much emphasis on getting people to compete in leagues at expense of encouraging learning. Seen cases of blatent cheating, ignored by duolingo, and even the odd, and very odd people as well, who are only there to top leagues, not the slightest attempt to learn. With large sections of the courses aimed at school age users not so good for 20+ The service desk just sends auto responses back and no real action",2,0,6.27.4,2025-04-27 15:40:03,language teaching so so rather disjointed and little logical flow puts far too much emphasis on getting people to compete in leagues at expense of encouraging learning seen cases of blatent cheating ignored by duolingo and even the odd and very odd people as well who are only there to top leagues not the slightest attempt to learn with large sections of the courses aimed at school age users not so good for 20 the service desk just sends auto responses back and no real action,-0.8826,negative,86
Karma Blessing,very good and aid in fast learning,5,0,6.27.4,2025-04-27 15:39:34,very good and aid in fast learning,0.4927,positive,7
Tatiana Sirbu,I am learning more and more 😊👩‍🏫,4,0,6.27.4,2025-04-27 15:39:23,i am learning more and more,0.0,neutral,6
Nivrutti Khonde,good language saport,5,0,6.27.4,2025-04-27 15:37:15,good language saport,0.4404,positive,3
lin reen,the best app of learning,5,0,,2025-04-27 15:37:13,the best app of learning,0.6369,positive,5
Maria Bogiatto,love it,5,0,6.27.4,2025-04-27 15:36:17,love it,0.6369,positive,2
Aanab Bano,mast hai,5,0,6.27.4,2025-04-27 15:36:14,mast hai,0.0,neutral,2
Dhahbi Elyes,perfectoo,5,0,6.27.4,2025-04-27 15:36:02,perfectoo,0.0,neutral,1
